pathway94_15_3,0.7890988518060579,0.09782911059442789,0.999945972229726,0.684207682748933,0.32081689988654166,0.06045707493651737,0.0027013885136960396
halve_2_4,0.884163116545292,0.264036932550148,0.9999410099103351,0.896295422369042,0.7077041057102407,0.40567484662576686,0.17331288343558282
donate_1_less,0.8890339737180291,0.2641170896586992,0.9999443331106658,0.9041972834558005,0.733856602093075,0.42256735693609443,0.16716766867067467
pathway19_135_1,0.9191316593665813,0.367412872628362,0.9997874149659864,0.9479166666666666,0.8224914965986394,0.5544217687074829,0.3046343537414966
pathway19_30_7,0.78625517679842,0.11304472041700349,0.9993993993993994,0.6942942942942943,0.38618618618618616,0.11471471471471471,0.004204204204204204
pathway19_60_1,0.8642226241663123,0.273198455554867,0.9997874149659864,0.8439625850340136,0.6719812925170068,0.4145408163265306,0.18579931972789115
pathway49_60_1,0.8956835794908977,0.29002227234610656,0.9999013514846602,0.9156555193844332,0.7373976521653349,0.455065601262701,0.20242675347736017
pathway19_60_3,0.9101212504204403,0.2790293395311556,0.0,0.9415564441710244,0.7997539218701938,0.4509381728698862,0.16302676099661642
pathway94_30_0,0.8421780859961778,0.19474165930196696,0.999944527652965,0.8189937316247851,0.5787984689632218,0.2744771731291951,0.09286070893659511
pathway94_45_5,0.8870777392564175,0.2647463023774785,0.9999414108272792,0.9002812280290602,0.720881181157722,0.407780642137333,0.170611670963206
pathway19_15_4,0.7626078620763366,0.07955421106808311,0.9997596153846153,0.6185096153846154,0.2375,0.023557692307692307,0.0028846153846153848
pathway49_15_2,0.7945220250992878,0.10103658532600214,0.99988539995416,0.7081136832454733,0.37416914966765985,0.05970662388264955,0.0006876002750401101
pathway19_120_3,0.9400682134705074,0.41520926863670526,0.9996924023377423,0.967087050138419,0.8840356813288219,0.675484466318056,0.383881882497693
pathway94_60_2,0.896861763843601,0.2912899440244224,0.999947927515101,0.9178296188294105,0.7518225369714643,0.45563424286606957,0.20589460529056447
pathway19_90_1,0.8904059528777094,0.3481438858073086,0.9997874149659864,0.8968962585034014,0.7393707482993197,0.5159438775510204,0.2918792517006803
pathway49_75_9,0.9081052826094455,0.34330392586517156,0.9999025436117337,0.9288568365656369,0.7845239255433194,0.5303576649449372,0.2778481629470812
pathway19_15_2,0.6919154909531622,0.059586642521563024,0.9997649823736781,0.37767332549941246,0.13019976498237368,0.016686251468860165,0.00282021151586369
pathway19_15_8,0.7754511132511258,0.09605475903830549,0.9993446920052425,0.6562909567496723,0.32634338138925295,0.06323722149410223,0.002948885976408912
pathway19_15_0,0.7546534142805238,0.08031221720086867,0.9993863148204971,0.5952746241178275,0.26296409941699905,0.027615833077631175,0.0009205277692543725
pathway49_60_0,0.8981161270855822,0.30428855377559016,0.9998934129183543,0.9205926241739502,0.753997015561714,0.4691963334043914,0.22148795565977403
halve_1_0,0.892718669963362,0.2644897529577262,0.9999425452456191,0.9146222349899454,0.7285262855501293,0.4187877046825625,0.17098534903763288
pathway49_90_8,0.9086194994918699,0.3005172022327153,0.9998983739837398,0.9363821138211382,0.7919715447154472,0.49339430894308944,0.20995934959349594
pathway19_60_4,0.8912548218381537,0.25622638656898833,0.9997596153846153,0.9096153846153846,0.7310096153846154,0.38341346153846156,0.14735576923076923
pathway94_60_1,0.880891154681813,0.2871164046323683,0.9999473074085784,0.8857097692064496,0.6986510696596059,0.42796922752660976,0.2096638212667299
pathway49_15_8,0.7696899891144491,0.11055775609849869,0.9998983739837398,0.6425813008130081,0.3276422764227642,0.0951219512195122,0.025101626016260162
pathway94_45_2,0.8791069288339229,0.23546730713402456,0.999947927515101,0.8924703186836076,0.6849614663611747,0.358571131014372,0.12518225369714642
